author,authorLabel,birthDate,deathDate,birthPlaceLabel,deathPlaceLabel,genderLabel,countryLabel
http://www.wikidata.org/entity/Q329515,Карел Гашлер,1879-10-31T00:00:00Z,1941-12-22T00:00:00Z,Злихов,концлагерь Маутхаузен,мужской пол,Чехословакия
http://www.wikidata.org/entity/Q697863,Карол Кузманый,1806-11-16T00:00:00Z,1866-08-14T00:00:00Z,Брезно,Турчьянске Теплице,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q217839,Отис Реддинг,1941-09-09T00:00:00Z,1967-12-10T00:00:00Z,Досон,Мадисон,мужской пол,США
http://www.wikidata.org/entity/Q329515,Карел Гашлер,1879-10-31T00:00:00Z,1941-12-22T00:00:00Z,Злихов,концлагерь Маутхаузен,мужской пол,Австро-Венгрия
http://www.wikidata.org/entity/Q2265354,Ton Scherpenzeel,1952-08-06T00:00:00Z,,Хилверсюм,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q1990094,Константин Меладзе,1963-05-11T00:00:00Z,,Батуми,,мужской пол,Грузия
http://www.wikidata.org/entity/Q20746586,Michael Schepior,,,,,мужской пол,
http://www.wikidata.org/entity/Q1080664,Юрай Трановский,1592-03-27T00:00:00Z,1637-05-29T00:00:00Z,Чески-Тешин,Липтовски-Микулаш,мужской пол,
http://www.wikidata.org/entity/Q380799,Мэтт Покора,1985-09-26T00:00:00Z,,Страсбург,,мужской пол,Франция
http://www.wikidata.org/entity/Q11065945,Bedřich Peška,1820-10-25T00:00:00Z,1904-06-15T00:00:00Z,Усти-над-Орлици,Нове-Место,мужской пол,
http://www.wikidata.org/entity/Q1187795,Кана Уэмура,1983-01-04T00:00:00Z,,Каваниси,,женский пол,Япония
http://www.wikidata.org/entity/Q522739,Prodigy,1974-11-02T00:00:00Z,2017-06-20T00:00:00Z,Хемпстед,Лас-Вегас,мужской пол,США
http://www.wikidata.org/entity/Q1705143,Йозеф Звонарж,1824-01-22T00:00:00Z,1865-11-22T00:00:00Z,Кублов,Прага,мужской пол,
http://www.wikidata.org/entity/Q3364020,Hans Wiers-Jenssen,1866-11-25T00:00:00Z,1925-08-25T00:00:00Z,Берген,Берген,мужской пол,Норвегия
http://www.wikidata.org/entity/Q4233718,аноним,,,,,,
http://www.wikidata.org/entity/Q9369651,Wacław Denhoff-Czarnocki,1896-01-20T00:00:00Z,1927-04-11T00:00:00Z,Варшава,Быдгощ,мужской пол,Польша
http://www.wikidata.org/entity/Q7298,Антонин Дворжак,1841-09-08T00:00:00Z,1904-05-01T00:00:00Z,Нелагозевес,Нове-Место,мужской пол,Цислейтания
http://www.wikidata.org/entity/Q98046423,Joëlle Kopf,1950-05-14T00:00:00Z,2019-06-22T00:00:00Z,Страсбург,Испания,женский пол,Франция
http://www.wikidata.org/entity/Q606125,Хэвок,1974-05-21T00:00:00Z,,Бруклин,,мужской пол,США
http://www.wikidata.org/entity/Q19182,Алиша Диксон,1978-10-07T00:00:00Z,,Уэлин-Гарден-Сити,,женский пол,Великобритания
http://www.wikidata.org/entity/Q5701997,Хелен Картер,1927-09-19T00:00:00Z,1998-06-02T00:00:00Z,Виргиния,,женский пол,США
http://www.wikidata.org/entity/Q1080664,Юрай Трановский,1592-03-27T00:00:00Z,1637-05-29T00:00:00Z,Цешин,Липтовски-Микулаш,мужской пол,
http://www.wikidata.org/entity/Q7298,Антонин Дворжак,1841-09-08T00:00:00Z,1904-05-01T00:00:00Z,Нелагозевес,Нове-Место,мужской пол,Королевство Богемия
http://www.wikidata.org/.well-known/genid/10860ef138495451747f114972c493c2,http://www.wikidata.org/.well-known/genid/10860ef138495451747f114972c493c2,,,,,,
http://www.wikidata.org/.well-known/genid/e3a108251bdc5d92be08b6f4680bcee3,http://www.wikidata.org/.well-known/genid/e3a108251bdc5d92be08b6f4680bcee3,,,,,,
http://www.wikidata.org/entity/Q3086793,Fred Blondin,1964-03-06T00:00:00Z,,Сюрен,,мужской пол,Франция
http://www.wikidata.org/entity/Q625737,Kenzie,1976-02-03T00:00:00Z,,Симане,,женский пол,Республика Корея
http://www.wikidata.org/entity/Q351670,Комитас,1869-10-08T00:00:00Z,1935-10-22T00:00:00Z,Кютахья,Париж,мужской пол,Франция
http://www.wikidata.org/entity/Q271045,Jackie DeShannon,1941-08-21T00:00:00Z,,Hazel,,женский пол,США
http://www.wikidata.org/entity/Q1438472,Xenomania,,,,,,
http://www.wikidata.org/entity/Q725210,Венцель Мюллер,1759-09-26T00:00:00Z,1835-08-03T00:00:00Z,Městečko Trnávka,Баден,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q596698,Эндрю Голд,1951-08-02T00:00:00Z,2011-06-03T00:00:00Z,Бербанк,Лос-Анджелес,мужской пол,США
http://www.wikidata.org/entity/Q744242,Theory of a Deadman,,,,,,
http://www.wikidata.org/entity/Q180004,Ферги,1975-03-27T00:00:00Z,,Уиттиер,,женский пол,США
http://www.wikidata.org/entity/Q20196460,Iain Sutherland,1948-11-17T00:00:00Z,2019-11-25T00:00:00Z,Эллон,,мужской пол,
http://www.wikidata.org/entity/Q7292214,Randy Goodrum,1947-07-07T00:00:00Z,,Хот-Спрингс,,мужской пол,США
http://www.wikidata.org/entity/Q1285482,Йозеф Властимил Камарит,1797-01-21T00:00:00Z,1833-03-19T00:00:00Z,Велешин,Klokoty,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q185002,Милен Фармер,1961-09-12T00:00:00Z,,Пьерфон,,женский пол,Франция
http://www.wikidata.org/entity/Q351670,Комитас,1869-10-08T00:00:00Z,1935-10-22T00:00:00Z,Кютахья,Париж,мужской пол,Османская империя
http://www.wikidata.org/entity/Q352930,Jimmy Driftwood,1907-06-20T00:00:00Z,1998-07-12T00:00:00Z,West Richwoods,Фейетвилл,мужской пол,США
http://www.wikidata.org/entity/Q274209,Sharon Sheeley,1940-04-04T00:00:00Z,2002-05-17T00:00:00Z,Лос-Анджелес,Лос-Анджелес,женский пол,США
http://www.wikidata.org/entity/Q3198918,Kore & Skalp,,,,,,
http://www.wikidata.org/entity/Q485348,башкиры,,,,,,
http://www.wikidata.org/entity/Q42025,Q-Tip,1970-04-10T00:00:00Z,,Гарлем,,мужской пол,США
http://www.wikidata.org/entity/Q3364020,Hans Wiers-Jenssen,1866-11-25T00:00:00Z,1925-08-28T00:00:00Z,Берген,Берген,мужской пол,Норвегия
http://www.wikidata.org/entity/Q541599,Долорес О’Риордан,1971-09-06T00:00:00Z,2018-01-15T00:00:00Z,Баллибрикен,Лондон,женский пол,Ирландия
http://www.wikidata.org/entity/Q185002,Милен Фармер,1961-09-12T00:00:00Z,,Пьерфон,,женский пол,Канада
http://www.wikidata.org/entity/Q351670,Комитас,1869-10-08T00:00:00Z,1935-10-22T00:00:00Z,Кютахья,Париж,мужской пол,Российская империя
http://www.wikidata.org/entity/Q4755169,Андреа Мартин,1967-04-23T00:00:00Z,,,,женский пол,ФРГ
http://www.wikidata.org/entity/Q30920740,Khắc Hưng,1992-01-01T00:00:00Z,,Йенбай,,мужской пол,
http://www.wikidata.org/entity/Q167889,Зази,1964-04-18T00:00:00Z,,Булонь-Бийанкур,,женский пол,Франция
http://www.wikidata.org/entity/Q725210,Венцель Мюллер,1759-09-26T00:00:00Z,1835-08-03T00:00:00Z,Městečko Trnávka,Баден,мужской пол,Эрцгерцогство Австрия
http://www.wikidata.org/entity/Q5524791,Gary Burr,,,,,мужской пол,США
http://www.wikidata.org/entity/Q1705143,Йозеф Звонарж,1824-01-22T00:00:00Z,1865-11-23T00:00:00Z,Кублов,Прага,мужской пол,
http://www.wikidata.org/entity/Q7694067,Тедди Пак,1978-09-14T00:00:00Z,,Сеул,,мужской пол,Республика Корея
http://www.wikidata.org/entity/Q166796,GoonRock,1975-04-18T00:00:00Z,,Принстон,,мужской пол,США
http://www.wikidata.org/entity/Q38520137,Antonín Vorel,1843-04-10T00:00:00Z,1925-03-26T00:00:00Z,Вельке-Мезиржичи,Вельке-Мезиржичи,мужской пол,Чехословакия
http://www.wikidata.org/entity/Q231530,Кара Диогуарди,1970-12-09T00:00:00Z,,Оссининг,,женский пол,США
http://www.wikidata.org/entity/Q9001261,Guille Milkyway,1974-04-25T00:00:00Z,,Барселона,,мужской пол,Испания
http://www.wikidata.org/.well-known/genid/7f806e614bcd784a409c2bd87c014b54,http://www.wikidata.org/.well-known/genid/7f806e614bcd784a409c2bd87c014b54,,,,,,
http://www.wikidata.org/entity/Q1894116,Михаил Балуцкий,1837-09-29T00:00:00Z,1901-10-17T00:00:00Z,Краков,Краков,мужской пол,Польша
http://www.wikidata.org/entity/Q212089,Алан Парсонс,1948-12-20T00:00:00Z,,Уиллесден,,мужской пол,Великобритания
http://www.wikidata.org/entity/Q453987,Дезмонд Чайлд,1953-10-28T00:00:00Z,,Гейнсвилл,,мужской пол,США
http://www.wikidata.org/entity/Q453987,Дезмонд Чайлд,1953-10-28T00:00:00Z,,Гейнсвилл,,мужской пол,Венгрия
http://www.wikidata.org/entity/Q1354493,Вацлав Ганка,1791-06-10T00:00:00Z,1861-01-12T00:00:00Z,Горжиневес,Прага,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q185343,Марк Нопфлер,1949-08-12T00:00:00Z,,Глазго,,мужской пол,Великобритания
http://www.wikidata.org/entity/Q5640719,Hal Bynum,1934-01-01T00:00:00Z,2022-06-02T00:00:00Z,Техас,,мужской пол,США
http://www.wikidata.org/entity/Q160263,Давид Гроссман,1954-01-25T00:00:00Z,,Иерусалим,,мужской пол,Израиль
http://www.wikidata.org/entity/Q872299,Милота-Здирад Поляк,1788-02-14T00:00:00Z,1856-03-31T00:00:00Z,Засмуки,Винер-Нойштадт,мужской пол,
http://www.wikidata.org/entity/Q3490610,Франтишек Бартош,1837-03-16T00:00:00Z,1906-06-11T00:00:00Z,Mladcová,Mladcová,мужской пол,Цислейтания
http://www.wikidata.org/entity/Q3713632,Дональд Робертсон,1922-12-05T00:00:00Z,2015-03-16T00:00:00Z,Пекин,,мужской пол,США
http://www.wikidata.org/entity/Q1894116,Михаил Балуцкий,1837-09-29T00:00:00Z,1901-10-17T00:00:00Z,Краков,Краков,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q20754934,Dick Altena,,,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q7397595,Sadasiva Brahmendra,1700-01-01T00:00:00Z,,Мадурай,Nerur,мужской пол,
http://www.wikidata.org/entity/Q3546362,Malory,1985-01-10T00:00:00Z,,Мадагаскар,,мужской пол,Франция
http://www.wikidata.org/entity/Q575900,Вэнь Тяньсян,1236-06-13T00:00:00Z,1283-01-16T00:00:00Z,Цзиань,Ханбалык,мужской пол,Southern Song dynasty
http://www.wikidata.org/entity/Q117110,Зденек Фибих,1850-12-21T00:00:00Z,1900-10-15T00:00:00Z,Вшеборжице,Нове-Место,мужской пол,Австро-Венгрия
http://www.wikidata.org/entity/Q2704746,Ноэл Хоган,1971-12-25T00:00:00Z,,Лимерик,,мужской пол,Ирландия
http://www.wikidata.org/entity/Q3091084,Xabier Lete,1944-04-05T00:00:00Z,2010-12-04T00:00:00Z,Ойярсун,Сан-Себастьян,мужской пол,Испания
http://www.wikidata.org/entity/Q1506268,Jiři Strejc,1536-01-01T00:00:00Z,1599-01-23T00:00:00Z,Забржег,Жидлоховице,мужской пол,
http://www.wikidata.org/entity/Q1894116,Михаил Балуцкий,1837-09-29T00:00:00Z,1901-10-17T00:00:00Z,Краков,Краков,мужской пол,Российская империя
http://www.wikidata.org/entity/Q2890892,Хаим Хефер,1925-10-29T00:00:00Z,2012-09-18T00:00:00Z,Сосновец,Тель-Авив,мужской пол,Израиль
http://www.wikidata.org/entity/Q3045517,Габриель Арести,1933-10-14T00:00:00Z,1975-06-05T00:00:00Z,Бильбао,Бильбао,мужской пол,Испания
http://www.wikidata.org/entity/Q1990094,Константин Меладзе,1963-05-11T00:00:00Z,,Батуми,,мужской пол,Россия
http://www.wikidata.org/entity/Q1990094,Константин Меладзе,1963-05-11T00:00:00Z,,Батуми,,мужской пол,Украина
http://www.wikidata.org/entity/Q1990094,Константин Меладзе,1963-05-11T00:00:00Z,,Батуми,,мужской пол,СССР
http://www.wikidata.org/entity/Q3536517,Аннамачарья,1408-05-18T00:00:00Z,1503-03-05T00:00:00Z,Q15702810,Тирупати,мужской пол,
http://www.wikidata.org/entity/Q1285482,Йозеф Властимил Камарит,1797-01-21T00:00:00Z,1833-03-19T00:00:00Z,Велешин,Табор,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q575900,Вэнь Тяньсян,1236-06-13T00:00:00Z,1283-01-16T00:00:00Z,Цзиань,Ханбалык,мужской пол,империя Сун
http://www.wikidata.org/entity/Q1705960,Йозеф Вацлав Сладек,1845-10-27T00:00:00Z,1912-06-28T00:00:00Z,Збирог,Збирог,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q13213238,Louis Loiseau,1858-05-03T00:00:00Z,1923-04-23T00:00:00Z,Moignelée,Иксель,мужской пол,
http://www.wikidata.org/entity/Q57339,Дон Маклин,1945-10-02T00:00:00Z,,Нью-Рошелл,,мужской пол,США
http://www.wikidata.org/entity/Q15408548,Йосеф Срб,1836-09-18T00:00:00Z,1904-09-01T00:00:00Z,Дербне,Мала-Страна,мужской пол,
http://www.wikidata.org/entity/Q1354493,Вацлав Ганка,1791-06-10T00:00:00Z,1861-01-12T00:00:00Z,Градец-Кралове,Прага,мужской пол,Австрийская империя
http://www.wikidata.org/entity/Q20741079,David Christopher John Colman,1944-09-29T00:00:00Z,,Бристоль,,мужской пол,Великобритания
http://www.wikidata.org/entity/Q7823630,Tony Waddington,1943-01-01T00:00:00Z,,,,мужской пол,Великобритания
http://www.wikidata.org/entity/Q77002,ATB,1973-02-26T00:00:00Z,,Фрайберг,,мужской пол,Германия
http://www.wikidata.org/entity/Q7976043,Wayne Bickerton,1941-07-11T00:00:00Z,2015-11-29T00:00:00Z,Рил,Хартфордшир,мужской пол,Великобритания
http://www.wikidata.org/entity/Q1766948,Racoon,,,,,,
http://www.wikidata.org/entity/Q46087,Анук,1975-04-08T00:00:00Z,,Гаага,,женский пол,Королевство Нидерландов
http://www.wikidata.org/entity/Q552384,"Д’Арби, Теренс Трент",1962-03-15T00:00:00Z,,Нью-Йорк,,мужской пол,США
http://www.wikidata.org/entity/Q274680,Юлия Хаусман,1826-03-19T00:00:00Z,1901-08-15T00:00:00Z,Рига,Вызу,женский пол,Российская империя
http://www.wikidata.org/entity/Q5727232,Henry Priestman,1955-06-21T00:00:00Z,,Кингстон-апон-Халл,,мужской пол,Великобритания
http://www.wikidata.org/.well-known/genid/b71e033be1d89585eac38e7aa277e40a,http://www.wikidata.org/.well-known/genid/b71e033be1d89585eac38e7aa277e40a,,,,,,
http://www.wikidata.org/entity/Q12022810,Ян Малат,1843-06-16T00:00:00Z,1915-12-02T00:00:00Z,Starý Bydžov,Смихов,мужской пол,Цислейтания
http://www.wikidata.org/.well-known/genid/893706b585f0b0a647623ef87c011bd7,http://www.wikidata.org/.well-known/genid/893706b585f0b0a647623ef87c011bd7,,,,,,
http://www.wikidata.org/entity/Q3179409,Jo Lemaire,1956-01-05T00:00:00Z,,Жамблу,,женский пол,Бельгия
http://www.wikidata.org/entity/Q312801,Пер Гессле,1959-01-12T00:00:00Z,,Хальмстад,,мужской пол,Швеция
http://www.wikidata.org/entity/Q98640237,A7S,1994-05-03T00:00:00Z,,Шеллефтео,,мужской пол,Швеция
http://www.wikidata.org/entity/Q55762516,Lolly Vegas,1939-10-02T00:00:00Z,2010-03-04T00:00:00Z,Коалинга,Reseda,мужской пол,США
http://www.wikidata.org/.well-known/genid/a49b7b9ba5d0df3f1769ebd3e8073e6e,http://www.wikidata.org/.well-known/genid/a49b7b9ba5d0df3f1769ebd3e8073e6e,,,,,,
http://www.wikidata.org/entity/Q2285204,Wim Kerkhof,1953-04-05T00:00:00Z,,,,мужской пол,Королевство Нидерландов
http://www.wikidata.org/.well-known/genid/e24b80bbca494853035fe3680ce1cff0,http://www.wikidata.org/.well-known/genid/e24b80bbca494853035fe3680ce1cff0,,,,,,
