work,workLabel,authorLabel,genreLabel,countryLabel,durationLabel
http://www.wikidata.org/entity/Q6129496,Sirius,Алан Парсонс,прогрессивный рок,Великобритания,114
http://www.wikidata.org/entity/Q2633281,J’en ai marre!,Милен Фармер,дэнс-поп,Канада,4.583333
http://www.wikidata.org/entity/Q2633281,J’en ai marre!,Милен Фармер,дэнс-поп,Канада,5.0833333
http://www.wikidata.org/entity/Q6897569,Mon plus beau Noël,Fred Blondin,рок-музыка,Франция,
http://www.wikidata.org/entity/Q16387274,Krunk,Комитас,,Российская империя,
http://www.wikidata.org/entity/Q20743158,Chez Louis,Werner Theunissen,рок-музыка,Королевство Нидерландов,
http://www.wikidata.org/entity/Q99972814,Q99972814,Франтишек Бартош,,Цислейтания,
http://www.wikidata.org/entity/Q99972815,Q99972815,Франтишек Бартош,,Цислейтания,
http://www.wikidata.org/entity/Q99972818,Q99972818,Франтишек Бартош,,Цислейтания,
http://www.wikidata.org/entity/Q99972819,Q99972819,Франтишек Бартош,,Цислейтания,
http://www.wikidata.org/entity/Q99972816,Q99972816,Франтишек Бартош,,Цислейтания,
http://www.wikidata.org/entity/Q99972817,Q99972817,Франтишек Бартош,,Цислейтания,
http://www.wikidata.org/entity/Q7715876,The Battle of New Orleans,Jimmy Driftwood,кантри,США,
http://www.wikidata.org/entity/Q7968538,War Song,Нил Янг,фолк-рок,США,
http://www.wikidata.org/entity/Q20870095,Comes a Time,Нил Янг,кантри,США,
http://www.wikidata.org/entity/Q20754913,Out of Reach,Irene Linders,поп-музыка,Королевство Нидерландов,
http://www.wikidata.org/entity/Q5691988,Heart Half Empty,Gary Burr,кантри,США,
http://www.wikidata.org/entity/Q3051379,Elle me contrôle,Kore & Skalp,поп-музыка,,
http://www.wikidata.org/entity/Q20741062,Lovers of a Kind,Ховард Гудолл,middle of the road,Великобритания,
http://www.wikidata.org/entity/Q20743490,Light of a Gypsy,Werner Theunissen,поп-музыка,Королевство Нидерландов,
http://www.wikidata.org/entity/Q2699287,Toilet no Kamisama,Кана Уэмура,J-pop,Япония,
http://www.wikidata.org/entity/Q6866870,Yatzanu At,Хаим Хефер,музыка Израиля,Израиль,
http://www.wikidata.org/entity/Q20870095,Comes a Time,Нил Янг,фолк,США,
http://www.wikidata.org/entity/Q99972939,Q99972939,Адам Вацлав Михна,,,
http://www.wikidata.org/entity/Q99972941,Q99972941,Адам Вацлав Михна,,,
http://www.wikidata.org/entity/Q99972944,Q99972944,Адам Вацлав Михна,,,
http://www.wikidata.org/entity/Q7968538,War Song,Нил Янг,фолк-рок,Канада,
http://www.wikidata.org/entity/Q20870095,Comes a Time,Нил Янг,кантри,Канада,
http://www.wikidata.org/entity/Q3068258,Femme libérée,Joëlle Kopf,поп-музыка,Франция,
http://www.wikidata.org/entity/Q2061180,Lollipop,Тедди Пак,дэнс-поп,Республика Корея,
http://www.wikidata.org/entity/Q4959377,Breakaway,Sharon Sheeley,ритм-н-блюз,США,
http://www.wikidata.org/entity/Q13445412,A Little Party Never Killed Nobody (All We Got),Ферги,поп-музыка,США,
http://www.wikidata.org/entity/Q20743488,Roll On Sweet Mississippi,Билл Энтони,соул,США,
http://www.wikidata.org/entity/Q20743488,Roll On Sweet Mississippi,Билл Энтони,фанк,США,
http://www.wikidata.org/entity/Q20870095,Comes a Time,Нил Янг,фолк,Канада,
http://www.wikidata.org/entity/Q20754911,We'll Put the World Together Again,Michael Holm,middle of the road,Германия,
http://www.wikidata.org/entity/Q67202622,Q67202622,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202620,Q67202620,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202621,Q67202621,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q2906487,Шират ха-стикер,Давид Гроссман,хип-хоп,Израиль,
http://www.wikidata.org/entity/Q16035062,Q16035062,Louis Loiseau,,,
http://www.wikidata.org/entity/Q13445412,A Little Party Never Killed Nobody (All We Got),GoonRock,поп-музыка,США,
http://www.wikidata.org/entity/Q97203164,Amo a Laura,Guille Milkyway,электропоп,Испания,
http://www.wikidata.org/entity/Q15696579,Q15696579,Аннамачарья,,,
http://www.wikidata.org/entity/Q15703039,Q15703039,Аннамачарья,,,
http://www.wikidata.org/entity/Q12264871,Nire aitaren etxea defendituko dut,Габриель Арести,,Испания,
http://www.wikidata.org/entity/Q495433,Fire (песня 2NE1),Тедди Пак,K-pop,Республика Корея,224
http://www.wikidata.org/entity/Q67202605,Q67202605,Магдалена Добромила Реттигова,,Австрийская империя,
http://www.wikidata.org/entity/Q67202605,Q67202605,Магдалена Добромила Реттигова,,Габсбургская монархия,
http://www.wikidata.org/entity/Q52652416,Young Peggy,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q52253896,Ještě jedno políbení,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q67202514,Písně bosensko-hercegovské,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202514,Písně bosensko-hercegovské,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q54864105,Ó krutě vichr osudu,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q51788150,Le Pouvoir des fleurs,Ален Сушон,шансон,Франция,216
http://www.wikidata.org/entity/Q63727059,Q63727059,Сара Фуллер Флауэр Адамс,,Соединённое королевство Великобритании и Ирландии,
http://www.wikidata.org/entity/Q52219530,Q52219530,Карел Яромир Эрбен,,Австро-Венгрия,
http://www.wikidata.org/entity/Q54879029,"Muži, muži, přestaň dnes",Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q52219530,Q52219530,Карел Яромир Эрбен,,Австрийская империя,
http://www.wikidata.org/entity/Q67202510,Q67202510,Адам Вацлав Михна,,,
http://www.wikidata.org/entity/Q54460052,Q54460052,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q54460760,Q54460760,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q50005140,Caméléon,Vitaa,поп-музыка,Франция,
http://www.wikidata.org/entity/Q51789010,Y'a d'la rumba dans l'air,Ален Сушон,шансон,Франция,196
http://www.wikidata.org/entity/Q52287867,Злая судьба (Бёрнс; Михайлов),Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q50363867,Ylämaan Meeri,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q67202515,Q67202515,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202518,Q67202518,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202519,Q67202519,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202516,Q67202516,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202517,Q67202517,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202522,Q67202522,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202520,Q67202520,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q67202521,Q67202521,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q62616488,Moudrosti poklad s nebe,Ян Амос Коменский,,Габсбургская монархия,
http://www.wikidata.org/entity/Q62616556,Studně nepřevážená,Ян Амос Коменский,,Габсбургская монархия,
http://www.wikidata.org/entity/Q52073911,Willie brew'd a peck o' maut,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q51271482,"My spouse, Nancy",Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q67202515,Q67202515,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202518,Q67202518,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202519,Q67202519,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202516,Q67202516,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202517,Q67202517,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202522,Q67202522,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202520,Q67202520,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202521,Q67202521,Людвик Куба,,Австро-Венгрия,
http://www.wikidata.org/entity/Q50363806,Highland Mary,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q67202515,Q67202515,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202518,Q67202518,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202519,Q67202519,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202516,Q67202516,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202517,Q67202517,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202522,Q67202522,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202520,Q67202520,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q67202521,Q67202521,Людвик Куба,,Австрийская империя,
http://www.wikidata.org/entity/Q51730930,Má beruška,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q50329859,John Barleycorn,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q50329892,John Barleycorn,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q51732462,Нэнни,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q54728605,John Otrapää,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q54727657,Джон Ячменное Зерно (Бёрнс; Михайлов),Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q67202586,Q67202586,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202584,Q67202584,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202585,Q67202585,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202590,Q67202590,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202591,Q67202591,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202588,Q67202588,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202589,Q67202589,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202594,Q67202594,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202595,Q67202595,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202592,Q67202592,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202593,Q67202593,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202598,Q67202598,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202599,Q67202599,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202596,Q67202596,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202597,Q67202597,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202602,Q67202602,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202603,Q67202603,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202600,Q67202600,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202601,Q67202601,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202606,Q67202606,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202607,Q67202607,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202604,Q67202604,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202610,Q67202610,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202611,Q67202611,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202608,Q67202608,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202609,Q67202609,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q67202612,Q67202612,Франтишек Ладислав Челаковский,,Австрийская империя,
http://www.wikidata.org/entity/Q50005140,Caméléon,Vitaa,рэп,Франция,
http://www.wikidata.org/entity/Q50821127,"Dám hubiček ti, dám",Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q52343089,Out over the Forth,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q50824948,"Zůstaň, hochu",Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q64712098,Q64712098,Карел Яромир Эрбен,,Австро-Венгрия,
http://www.wikidata.org/entity/Q50329835,Jan Ječmínek,Роберт Бёрнс,,Королевство Великобритания,
http://www.wikidata.org/entity/Q64712098,Q64712098,Карел Яромир Эрбен,,Австрийская империя,
http://www.wikidata.org/entity/Q55121413,Q55121413,Johann Gabriel Seidl,,Австрийская империя,
http://www.wikidata.org/entity/Q56290691,Looking for Trouble,Джей Коул,,США,
http://www.wikidata.org/entity/Q60875748,Down the Street to 301,Джек Клемент,кантри,США,
http://www.wikidata.org/entity/Q54460755,Q54460755,Бедржих Сметана,,Австро-Венгрия,
http://www.wikidata.org/entity/Q54462130,Q54462130,Бедржих Сметана,,Австро-Венгрия,
http://www.wikidata.org/entity/Q54463000,Q54463000,Бедржих Сметана,,Австро-Венгрия,
http://www.wikidata.org/entity/Q54463446,Q54463446,Бедржих Сметана,,Австро-Венгрия,
http://www.wikidata.org/entity/Q67202514,Písně bosensko-hercegovské,Людвик Куба,,Чехословакия,
http://www.wikidata.org/entity/Q54460755,Q54460755,Бедржих Сметана,,Австрийская империя,
http://www.wikidata.org/entity/Q54462130,Q54462130,Бедржих Сметана,,Австрийская империя,
http://www.wikidata.org/entity/Q54463000,Q54463000,Бедржих Сметана,,Австрийская империя,
http://www.wikidata.org/entity/Q54463446,Q54463446,Бедржих Сметана,,Австрийская империя,
http://www.wikidata.org/entity/Q106897494,Q106897494,Miguel Wiels,EDM,Бельгия,221
http://www.wikidata.org/entity/Q105412153,We Were All Wounded at Wounded Knee,Сэнди Бэрон,поп-рок,США,205
http://www.wikidata.org/entity/Q106965266,Leun op mij,Paskal Jakobsen,Недерпоп,Королевство Нидерландов,156
http://www.wikidata.org/entity/Q106192741,Your Love (9PM),A7S,EDM,Швеция,150
http://www.wikidata.org/entity/Q106380391,Rain,"Д’Арби, Теренс Трент",соул,США,179
http://www.wikidata.org/entity/Q105412153,We Were All Wounded at Wounded Knee,Lolly Vegas,фанк,США,205
http://www.wikidata.org/entity/Q107011434,Q107011434,Jud Strunk,Недерпоп,США,169
http://www.wikidata.org/entity/Q105527261,Nothing but a Heartache,Tony Waddington,соул,Великобритания,161
http://www.wikidata.org/entity/Q106940869,Grand Hotel,Гэри Брукер,симфорок,Великобритания,258
http://www.wikidata.org/entity/Q107011434,Q107011434,Gerrit den Braber,Недерпоп,Королевство Нидерландов,169
http://www.wikidata.org/entity/Q103070027,It Must Have Been Love,Пер Гессле,поп-музыка,Швеция,
http://www.wikidata.org/entity/Q105161175,You Don't Have to Stay,Matthijs van Duijvenbode,поп-рок,Королевство Нидерландов,146
http://www.wikidata.org/entity/Q105232023,Q105232023,Анук,поп-рок,Королевство Нидерландов,225
http://www.wikidata.org/entity/Q105665810,Good as Gold,Грейсон Ченс,поп-музыка,США,
http://www.wikidata.org/entity/Q105412153,We Were All Wounded at Wounded Knee,Пэт Вегас,поп-рок,,205
http://www.wikidata.org/entity/Q106897494,Q106897494,Нильс Дестадсбадер,поп-музыка,Бельгия,221
http://www.wikidata.org/entity/Q106192741,Your Love (9PM),Topic,EDM,Германия,150
http://www.wikidata.org/entity/Q105925725,What's in a Word,Garry Christian,ритм-н-блюз,,298
http://www.wikidata.org/entity/Q105665810,Good as Gold,Грейсон Ченс,инди-поп,США,
http://www.wikidata.org/entity/Q105412153,We Were All Wounded at Wounded Knee,Сэнди Бэрон,фанк,США,205
http://www.wikidata.org/entity/Q105161175,You Don't Have to Stay,Matthijs van Duijvenbode,американа,Королевство Нидерландов,146
http://www.wikidata.org/entity/Q105925725,What's in a Word,Henry Priestman,ритм-н-блюз,Великобритания,298
http://www.wikidata.org/entity/Q105272920,Ik ga naar Frankrijk,Wim Kerkhof,фолк,Королевство Нидерландов,141
http://www.wikidata.org/entity/Q105105106,Q105105106,Луис Агиле,,Испания,
http://www.wikidata.org/entity/Q105105106,Q105105106,Луис Агиле,,Аргентина,
http://www.wikidata.org/entity/Q106989898,Took a Hit,Racoon,поп-рок,,204
http://www.wikidata.org/entity/Q106897494,Q106897494,Нильс Дестадсбадер,EDM,Бельгия,221
http://www.wikidata.org/entity/Q104977227,Žalm 13,http://www.wikidata.org/.well-known/genid/424b470f6c7e235f32b2b442cd7f5958,,,
http://www.wikidata.org/entity/Q107004142,We Are One,Ильзе ДеЛанж,поп-музыка,Королевство Нидерландов,
http://www.wikidata.org/entity/Q104977220,Q104977220,http://www.wikidata.org/.well-known/genid/6321fd71fc0d3af898e3b417ec42100e,,,
http://www.wikidata.org/entity/Q104977221,Q104977221,http://www.wikidata.org/.well-known/genid/c32f613e2e20578cb733edc1ec5d393f,,,
http://www.wikidata.org/entity/Q104977226,Q104977226,http://www.wikidata.org/.well-known/genid/4234967cff042172111b6e17bfc8e7e5,,,
http://www.wikidata.org/entity/Q104977224,Q104977224,http://www.wikidata.org/.well-known/genid/78cf4dcc073ad5474d1aece182b231b0,,,
http://www.wikidata.org/entity/Q104977230,Q104977230,http://www.wikidata.org/.well-known/genid/c981305556bcab07dada11b53e356ec2,,,
http://www.wikidata.org/entity/Q104977228,Q104977228,http://www.wikidata.org/.well-known/genid/619036349712ccad1ed3a437d5e6fb38,,,
http://www.wikidata.org/entity/Q104977235,Q104977235,http://www.wikidata.org/.well-known/genid/287ddfc559a49edd061b185b4f2ae54e,,,
http://www.wikidata.org/entity/Q104977232,Q104977232,http://www.wikidata.org/.well-known/genid/6b8e219ca92baef8f8776328f5b66e83,,,
http://www.wikidata.org/entity/Q104977233,Q104977233,http://www.wikidata.org/.well-known/genid/afd30b9b8dc1f4289af03ab76e143d7a,,,
http://www.wikidata.org/entity/Q104977237,Q104977237,http://www.wikidata.org/.well-known/genid/bbdbe7cf2edc358cd18338b07117aaa3,,,
http://www.wikidata.org/entity/Q104977242,Q104977242,http://www.wikidata.org/.well-known/genid/6b0a56a5e6125be37a160e66387bb192,,,
http://www.wikidata.org/entity/Q104977240,Q104977240,http://www.wikidata.org/.well-known/genid/eb5c6cf8d99aac19e6529201d5e32c54,,,
http://www.wikidata.org/entity/Q104977246,Q104977246,http://www.wikidata.org/.well-known/genid/347bda2b21ba98e5128075f7c97a6765,,,
http://www.wikidata.org/entity/Q104977244,Q104977244,http://www.wikidata.org/.well-known/genid/6da317b3c653d62e5a7cb536bdf71af6,,,
http://www.wikidata.org/entity/Q104977250,Q104977250,http://www.wikidata.org/.well-known/genid/95c73681d83053716b59d5b960b0027c,,,
http://www.wikidata.org/entity/Q104977248,Q104977248,http://www.wikidata.org/.well-known/genid/a49b7b9ba5d0df3f1769ebd3e8073e6e,,,
http://www.wikidata.org/entity/Q104977254,Q104977254,http://www.wikidata.org/.well-known/genid/ba81638173e9ee2460fbb9dc2adf721f,,,
http://www.wikidata.org/entity/Q104977255,Q104977255,http://www.wikidata.org/.well-known/genid/077de3f46b58f3f771c23231272860c4,,,
http://www.wikidata.org/entity/Q104977252,Q104977252,http://www.wikidata.org/.well-known/genid/c95e041cd7d68ad727cdf96d2265fa3e,,,
http://www.wikidata.org/entity/Q106192741,Your Love (9PM),ATB,EDM,Германия,150
http://www.wikidata.org/entity/Q106400385,Sendas distintas,Jorge Araújo Chiriboga,pasillo,Эквадор,
http://www.wikidata.org/entity/Q105272920,Ik ga naar Frankrijk,Wim Kerkhof,Недерпоп,Королевство Нидерландов,141
http://www.wikidata.org/entity/Q105161175,You Don't Have to Stay,Дуви Боб,поп-рок,Королевство Нидерландов,146
http://www.wikidata.org/entity/Q106978193,The Great Escape,Патрик Леонард,кантри-рок,США,159
http://www.wikidata.org/entity/Q105158459,Q105158459,http://www.wikidata.org/.well-known/genid/5df1e31f1811fe9af97d6ee6c47165e4,,,
http://www.wikidata.org/entity/Q105158462,Q105158462,http://www.wikidata.org/.well-known/genid/9289686749001478c2ad3042deda0604,,,
http://www.wikidata.org/entity/Q105158461,Q105158461,http://www.wikidata.org/.well-known/genid/e50509d966042af35b04d399ae545f15,,,
http://www.wikidata.org/entity/Q105158466,Q105158466,http://www.wikidata.org/.well-known/genid/6d73caf1b815ba40916c46740df1bd1c,,,
http://www.wikidata.org/entity/Q105158464,Q105158464,http://www.wikidata.org/.well-known/genid/c732e88958ca7ea57f3956658a801501,,,
http://www.wikidata.org/entity/Q105158470,Q105158470,http://www.wikidata.org/.well-known/genid/ae5f3ec0f3c3c4e0f70e139c78a2681e,,,
http://www.wikidata.org/entity/Q105158471,Q105158471,http://www.wikidata.org/.well-known/genid/893706b585f0b0a647623ef87c011bd7,,,
http://www.wikidata.org/entity/Q105158468,Q105158468,http://www.wikidata.org/.well-known/genid/57e7df7ab694be2522440b578996bcaa,,,
http://www.wikidata.org/entity/Q105527261,Nothing but a Heartache,Wayne Bickerton,соул,Великобритания,161
http://www.wikidata.org/entity/Q106963234,Birmingham,Рэнди Ньюман,кантри-рок,США,165
http://www.wikidata.org/entity/Q106897494,Q106897494,Regi Penxten,поп-музыка,Бельгия,221
http://www.wikidata.org/entity/Q106960836,Rosanne,Nick Schilder,Palingsound,Королевство Нидерландов,159
http://www.wikidata.org/entity/Q105161175,You Don't Have to Stay,Дуви Боб,американа,Королевство Нидерландов,146
http://www.wikidata.org/entity/Q106908122,Blijf (Tot de zon je komt halen),Jan Groenteman,Недерпоп,Бельгия,212
http://www.wikidata.org/entity/Q105232023,Q105232023,Тобиас Карлссон,поп-рок,,225
http://www.wikidata.org/entity/Q106940869,Grand Hotel,Кит Рид,симфорок,Великобритания,258
http://www.wikidata.org/entity/Q105870094,Q105870094,http://www.wikidata.org/.well-known/genid/eedecf7721ab3026744382c0bb87d3c2,,,
http://www.wikidata.org/entity/Q105870098,Q105870098,http://www.wikidata.org/.well-known/genid/09c695f5889b6028019e53a5fb691374,,,
http://www.wikidata.org/entity/Q105870103,Q105870103,http://www.wikidata.org/.well-known/genid/0c07db297e8bcacd57c078f02710fb4f,,,
http://www.wikidata.org/entity/Q105870106,Q105870106,http://www.wikidata.org/.well-known/genid/2b13ca3cfc8125d1690fdbced2c4eae1,,,
http://www.wikidata.org/entity/Q105870105,Q105870105,http://www.wikidata.org/.well-known/genid/b71e033be1d89585eac38e7aa277e40a,,,
http://www.wikidata.org/entity/Q105870109,Q105870109,http://www.wikidata.org/.well-known/genid/4a2ed5220a84569fa545f87c90686c35,,,
http://www.wikidata.org/entity/Q105925725,What's in a Word,Henry Priestman,соул,Великобритания,298
http://www.wikidata.org/entity/Q107048674,Room to Move,Джон Мейолл,блюз,Великобритания,172
http://www.wikidata.org/entity/Q106380391,Rain,"Д’Арби, Теренс Трент",поп-музыка,США,179
http://www.wikidata.org/entity/Q106897494,Q106897494,Regi Penxten,EDM,Бельгия,221
http://www.wikidata.org/entity/Q105412153,We Were All Wounded at Wounded Knee,Пэт Вегас,фанк,,205
http://www.wikidata.org/entity/Q106965266,Leun op mij,Jo Lemaire,акустическая музыка,Бельгия,156
http://www.wikidata.org/entity/Q105412153,We Were All Wounded at Wounded Knee,Lolly Vegas,поп-рок,США,205
http://www.wikidata.org/entity/Q106288024,Q106288024,http://www.wikidata.org/.well-known/genid/7543fecc324b826ad6d7ada255480f47,,,
http://www.wikidata.org/entity/Q106288025,Q106288025,http://www.wikidata.org/.well-known/genid/d8a75670c33cec1fc319619bbee8100b,,,
http://www.wikidata.org/entity/Q106965266,Leun op mij,Paskal Jakobsen,акустическая музыка,Королевство Нидерландов,156
http://www.wikidata.org/entity/Q107004142,We Are One,Мэттью Уайлдер,поп-музыка,США,
http://www.wikidata.org/entity/Q100998629,Q100998629,Адам Вацлав Михна,,,
http://www.wikidata.org/entity/Q106897494,Q106897494,Miguel Wiels,поп-музыка,Бельгия,221
http://www.wikidata.org/entity/Q106978193,The Great Escape,Ильзе ДеЛанж,кантри-рок,Королевство Нидерландов,159
http://www.wikidata.org/entity/Q106288021,Q106288021,Вацлав Ганка,,Австрийская империя,
http://www.wikidata.org/entity/Q106066298,Q106066298,Thijs Boontjes,Недерпоп,Королевство Нидерландов,243
http://www.wikidata.org/entity/Q105925725,What's in a Word,Garry Christian,соул,,298
http://www.wikidata.org/entity/Q106288019,Q106288019,Ян Малат,,Цислейтания,
http://www.wikidata.org/entity/Q106288023,Q106288023,Ян Малат,,Цислейтания,
http://www.wikidata.org/entity/Q106288020,Q106288020,Ян Малат,,Цислейтания,
http://www.wikidata.org/entity/Q106288021,Q106288021,Ян Малат,,Цислейтания,
http://www.wikidata.org/entity/Q106804567,Lying All the Time,Wally Tax,нидербит,Королевство Нидерландов,192
http://www.wikidata.org/entity/Q106965266,Leun op mij,Jo Lemaire,Недерпоп,Бельгия,156
http://www.wikidata.org/entity/Q106804567,Lying All the Time,Wally Tax,гаражный рок,Королевство Нидерландов,192
http://www.wikidata.org/entity/Q106960836,Rosanne,Nick Schilder,Недерпоп,Королевство Нидерландов,159
http://www.wikidata.org/entity/Q107637127,All the Best Moves,Jacquire King,софт-рок,США,203
http://www.wikidata.org/entity/Q107407380,Winter of Love,Ильзе ДеЛанж,поп-рок,Королевство Нидерландов,235
http://www.wikidata.org/entity/Q107392672,Beautiful Distraction,Ильзе ДеЛанж,кантри-рок,Королевство Нидерландов,226
http://www.wikidata.org/entity/Q107637127,All the Best Moves,Jacquire King,фолк-рок,США,203
http://www.wikidata.org/entity/Q107379221,Pretty Amazing Grace,Нил Даймонд,кантри-рок,США,199
http://www.wikidata.org/entity/Q107637127,All the Best Moves,Smith & Burrows,инди-рок,,203
http://www.wikidata.org/entity/Q107637127,All the Best Moves,Smith & Burrows,фолк-рок,,203
http://www.wikidata.org/entity/Q107637127,All the Best Moves,Jacquire King,инди-рок,США,203
http://www.wikidata.org/entity/Q108385234,Q108385234,http://www.wikidata.org/.well-known/genid/e87a44a33965df10499cec1131f14d37,,,
http://www.wikidata.org/entity/Q108385235,Q108385235,http://www.wikidata.org/.well-known/genid/f41478c42cf1afa518daaa1af83409ce,,,
http://www.wikidata.org/entity/Q108385232,Q108385232,http://www.wikidata.org/.well-known/genid/175924fe422edfa5e3c2d0070924872b,,,
http://www.wikidata.org/entity/Q108385238,Q108385238,http://www.wikidata.org/.well-known/genid/027da3d71747e7e21acb5e3c987dc621,,,
http://www.wikidata.org/entity/Q108385236,Q108385236,http://www.wikidata.org/.well-known/genid/2cdc171c1036950509275a665014bbca,,,
http://www.wikidata.org/entity/Q108385243,Q108385243,http://www.wikidata.org/.well-known/genid/fa8332f8fe3a28249cbacfefaf5286b0,,,
http://www.wikidata.org/entity/Q108385240,Q108385240,http://www.wikidata.org/.well-known/genid/41715d1d5ec9256dbdc7fbcfc8ff548d,,,
http://www.wikidata.org/entity/Q108385595,Q108385595,http://www.wikidata.org/.well-known/genid/c7e52d8a4b8821096617365598f6a876,,,
